Virus_Association,Most_Haploinsufficient_gene,Introgression,node_type,dNdS
2.3,C,HSS.HSS,intermittent.intermittent,0.0006.0.0024
3.4,D,HSS.HSS,critical.redundant,0.0005.0.0011
4.4,D,HSS.HSS,redundant.intermittent,0.0077.0.0226
4.4,D,HSS.HSS,redundant.redundant,0.0.0035
3.4,D,HSS.HSS,intermittent.redundant,0.0017.0.0043
4.4,C,Strict.HSS,redundant.intermittent,0.0011.0.0014
4.4,D,HSS.HSS,intermittent.intermittent,0.0.0004
4.4,C,HSS.HSS,redundant.redundant,0.0025.0.0107
4.3,D,HSS.HSS,redundant.redundant,0.0013.0.002
4.4,D,HSS.HSS,redundant.redundant,0.0.0106
4.4,C,HSS.HSS,redundant.redundant,0.0.0041
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0008
4.4,NA,HSS.HSS,redundant.redundant,0.0023.0.0158
4.4,C,HSS.HSS,redundant.intermittent,0.0018.0.0522
4.4,D,HSS.HSS,redundant.redundant,0.0005.0.0008
4.4,C,HSS.HSS,redundant.redundant,0.0047.0.0079
4.4,C,HSS.HSS,intermittent.redundant,0.0.0017
4.3,C,HSS.HSS,redundant.intermittent,0.0011.0.0082
4.2,D,HSS.HSS,redundant.redundant,0.0.0017
4.4,D,HSS.HSS,intermittent.redundant,0.0.0839
4.2,C,HSS.HSS,redundant.redundant,0.0007.0.0075
4.3,D,HSS.HSS,redundant.intermittent,0.0024.0.0266
2.3,C,HSS.HSS,redundant.redundant,0.0005.0.0013
3.4,C,Strict.Strict,redundant.redundant,0.0009.0.0025
2.4,C,HSS.HSS,redundant.redundant,0.0.0005
4.4,C,HSS.HSS,redundant.redundant,0.0036.0.0094
4.1,C,HSS.HSS,redundant.redundant,0.0009.0.0227
4.4,C,HSS.HSS,redundant.redundant,0.0084.0.027
4.3,D,HSS.HSS,critical.critical,0.0017.0.0445
4.4,C,HSS.HSS,redundant.redundant,0.0.0015
1.2,C,HSS.HSS,intermittent.redundant,0.0.0029
2.2,D,Strict.HSS,redundant.intermittent,0.0079.0.0222
4.4,C,HSS.HSS,intermittent.redundant,0.0.0012
4.2,C,HSS.HSS,redundant.redundant,0.0017.0.0077
4.2,C,HSS.HSS,intermittent.redundant,0.0002.0.0264
1.4,C,HSS.HSS,redundant.intermittent,0.0.0079
4.4,C,HSS.HSS,redundant.redundant,0.0014.0.006
4.2,C,HSS.HSS,redundant.redundant,0.0.0009
3.4,D,HSS.HSS,intermittent.redundant,0.0.0525
4.4,C,HSS.HSS,redundant.redundant,0.0023.0.0944
2.4,C,HSS.HSS,intermittent.redundant,0.0006.0.0009
2.4,D,HSS.HSS,redundant.redundant,0.0011.0.0019
1.4,C,HSS.HSS,redundant.redundant,0.0018.0.0257
1.3,C,HSS.HSS,intermittent.redundant,0.0.0029
4.4,C,HSS.HSS,redundant.redundant,0.0.0024
4.1,NA,HSS.HSS,redundant.redundant,0.0023.0.0347
3.4,C,HSS.HSS,redundant.redundant,0.0.0005
4.4,C,HSS.HSS,intermittent.redundant,0.0008.0.004
2.2,C,HSS.HSS,intermittent.redundant,0.0.0025
1.4,D,HSS.HSS,redundant.redundant,0.0008.0.0016
4.4,C,HSS.HSS,redundant.redundant,0.0.0035
2.4,C,Intermediate.HSS,redundant.intermittent,0.0.0012
4.4,D,HSS.HSS,redundant.redundant,0.0006.0.0015
4.2,C,HSS.HSS,redundant.redundant,0.0012.0.0016
3.4,D,HSS.HSS,redundant.redundant,0.0.0091
3.2,C,HSS.HSS,intermittent.redundant,0.0047.0.0239
4.2,C,HSS.HSS,redundant.redundant,0.0009.0.0038
4.4,C,HSS.HSS,redundant.redundant,0.0011.0.0042
4.4,D,HSS.HSS,redundant.intermittent,0.0005.0.001
4.1,D,HSS.HSS,redundant.intermittent,0.0011.0.0075
4.4,D,HSS.HSS,redundant.intermittent,0.0047.0.0052
4.1,C,HSS.HSS,redundant.intermittent,0.0007.0.0008
4.1,C,HSS.HSS,intermittent.redundant,0.0011.0.006
2.4,C,HSS.HSS,redundant.intermittent,0.0.0057
1.4,C,HSS.HSS,critical.intermittent,0.0.0047
4.4,C,HSS.Intermediate,redundant.redundant,0.0.0031
2.4,D,HSS.HSS,redundant.redundant,0.0039.0.0191
1.1,C,HSS.Strict,redundant.redundant,0.0032.0.0167
4.4,D,HSS.Intermediate,redundant.redundant,0.0004.0.0123
3.2,D,HSS.HSS,critical.redundant,0.0.05
4.4,D,HSS.HSS,intermittent.redundant,0.0013.0.0026
4.4,D,HSS.HSS,redundant.intermittent,0.0012.0.0501
4.4,D,HSS.HSS,redundant.redundant,0.0039.0.0328
4.4,D,HSS.HSS,redundant.redundant,0.0.0014
4.4,D,HSS.Intermediate,redundant.redundant,0.0015.0.0123
4.4,C,HSS.HSS,redundant.redundant,0.0.001
3.4,C,HSS.HSS,redundant.redundant,0.0.0006
4.4,D,HSS.HSS,redundant.redundant,0.0149.0.2
4.4,C,HSS.HSS,redundant.redundant,0.0022.0.0055
2.4,D,HSS.HSS,redundant.redundant,0.0.0011
4.3,C,HSS.HSS,redundant.redundant,0.0013.0.0022
4.4,C,HSS.Strict,redundant.redundant,0.0007.0.0029
4.1,D,HSS.HSS,redundant.redundant,0.0021.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0043.0.0095
2.4,D,HSS.HSS,redundant.redundant,0.0014.0.0033
4.4,C,HSS.HSS,redundant.redundant,0.0062.0.0212
3.3,D,HSS.HSS,redundant.redundant,0.0064.0.016
4.1,C,HSS.HSS,redundant.redundant,0.0006.0.0162
3.1,D,HSS.HSS,redundant.redundant,0.0029.0.0092
4.3,C,HSS.HSS,redundant.redundant,0.0017.0.0078
2.4,C,HSS.HSS,redundant.redundant,0.0.0016
4.4,D,HSS.HSS,redundant.redundant,0.0.0029
1.4,C,HSS.HSS,redundant.redundant,0.0025.0.0049
4.4,C,HSS.HSS,critical.redundant,0.0018.0.0087
3.4,C,HSS.HSS,redundant.intermittent,0.0.003
3.1,D,HSS.HSS,redundant.redundant,0.0055.0.0092
4.4,C,Intermediate.HSS,redundant.redundant,0.0145.0.0944
4.2,D,HSS.HSS,redundant.intermittent,0.0021.0.0026
3.1,D,HSS.HSS,redundant.redundant,0.0018.0.0136
4.4,D,HSS.HSS,redundant.redundant,0.0011.0.0839
4.4,C,HSS.HSS,redundant.redundant,0.0008.0.0048
2.3,C,HSS.HSS,intermittent.redundant,0.0018.0.0026
3.1,D,HSS.HSS,critical.critical,0.0.001
3.4,D,HSS.HSS,redundant.redundant,0.0.0007
4.4,C,HSS.HSS,redundant.redundant,0.0032.0.0332
4.4,C,HSS.Intermediate,redundant.intermittent,0.0023.0.0033
4.4,C,HSS.HSS,intermittent.intermittent,0.0013.0.0034
2.4,D,HSS.HSS,redundant.intermittent,0.0051.0.0062
4.1,C,HSS.HSS,redundant.redundant,0.0.0009
4.4,D,Strict.HSS,redundant.redundant,0.0005.0.0027
4.2,D,HSS.HSS,intermittent.redundant,0.0064.0.1926
3.4,D,HSS.HSS,intermittent.intermittent,0.0015.0.0286
1.4,D,HSS.HSS,redundant.redundant,0.0031.0.0043
4.4,C,HSS.HSS,intermittent.redundant,0.0012.0.0136
4.4,D,HSS.HSS,redundant.redundant,0.0017.0.0026
4.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0034
4.1,D,Strict.HSS,redundant.redundant,0.0005.0.0006
4.1,C,HSS.HSS,redundant.redundant,0.0013.0.0015
4.1,C,HSS.HSS,redundant.redundant,0.0026.0.0058
4.4,D,HSS.HSS,redundant.redundant,0.0034.0.004
4.4,C,HSS.HSS,redundant.redundant,0.0019.0.006
2.4,C,HSS.HSS,redundant.redundant,0.0.001
4.4,D,HSS.HSS,redundant.redundant,0.002.0.0041
4.4,C,HSS.HSS,redundant.intermittent,0.0.0042
4.1,C,HSS.HSS,redundant.redundant,0.0.0008
4.1,C,HSS.HSS,critical.redundant,0.0018.0.0108
4.1,D,HSS.HSS,intermittent.redundant,0.0033.0.0092
4.4,D,HSS.HSS,intermittent.redundant,0.0016.0.0054
3.4,C,HSS.HSS,critical.intermittent,0.0006.0.0041
4.4,D,HSS.HSS,redundant.redundant,0.0077.0.012
4.4,C,HSS.HSS,redundant.intermittent,0.0.0032
4.4,C,HSS.HSS,intermittent.intermittent,0.0008.0.0027
4.4,C,HSS.HSS,redundant.redundant,0.0.0867
4.4,NA,HSS.HSS,intermittent.redundant,0.0.0158
4.2,D,HSS.HSS,intermittent.intermittent,0.0008.0.0009
4.4,D,HSS.HSS,redundant.critical,0.0.0006
4.2,C,HSS.HSS,redundant.redundant,0.0039.0.0045
4.4,D,HSS.Strict,critical.redundant,0.0.0008
4.4,C,HSS.HSS,intermittent.redundant,0.0.0023
4.2,D,HSS.HSS,redundant.redundant,0.0006.0.001
4.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0016
4.3,C,HSS.HSS,redundant.redundant,0.0012.0.0014
4.4,D,HSS.HSS,critical.redundant,0.0007.0.022
3.4,C,HSS.Strict,intermittent.redundant,0.0.0086
4.3,D,HSS.HSS,redundant.redundant,0.0041.0.0757
1.1,D,HSS.HSS,redundant.redundant,0.002.0.0369
4.4,C,Intermediate.HSS,redundant.redundant,0.0009.0.0037
2.4,C,HSS.HSS,redundant.redundant,0.0021.0.0027
4.4,D,HSS.HSS,redundant.intermittent,0.0027.0.0072
3.1,D,HSS.HSS,redundant.redundant,0.0.0012
3.2,C,HSS.HSS,intermittent.intermittent,0.0008.0.003
4.4,D,HSS.HSS,redundant.redundant,0.001.0.0372
4.1,D,HSS.HSS,redundant.critical,0.0.0016
4.2,C,HSS.HSS,redundant.intermittent,0.0036.0.0135
3.4,C,HSS.HSS,redundant.redundant,0.0034.0.0135
4.4,D,HSS.HSS,redundant.redundant,0.0.0009
4.1,C,HSS.HSS,redundant.redundant,0.0.0022
2.4,C,HSS.HSS,redundant.redundant,0.0003.0.0501
2.2,D,HSS.HSS,redundant.redundant,0.0034.0.0075
4.4,C,HSS.HSS,redundant.intermittent,0.0224.0.0278
4.1,C,HSS.HSS,redundant.redundant,0.0087.0.0108
1.1,D,HSS.HSS,redundant.redundant,0.0.001
4.4,D,HSS.HSS,redundant.redundant,0.0062.0.0191
4.4,C,HSS.HSS,redundant.redundant,0.0015.0.002
4.4,D,HSS.HSS,redundant.redundant,0.0.0008
4.2,D,HSS.HSS,redundant.redundant,0.0.0013
4.4,C,Intermediate.HSS,redundant.redundant,0.0013.0.0142
4.2,C,HSS.HSS,redundant.redundant,0.0026.0.023
3.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0034
1.1,D,HSS.HSS,redundant.redundant,0.001.0.005
4.1,D,HSS.HSS,redundant.critical,0.0014.0.0148
4.2,C,HSS.HSS,redundant.redundant,0.0016.0.0019
4.4,D,HSS.HSS,intermittent.redundant,0.0013.0.02
4.4,D,HSS.HSS,redundant.redundant,0.0004.0.0605
4.4,C,HSS.HSS,redundant.redundant,0.0.0088
4.1,C,HSS.HSS,intermittent.redundant,0.0046.0.0097
4.1,D,HSS.HSS,redundant.redundant,0.0009.0.0028
4.4,C,HSS.HSS,redundant.redundant,0.0.0015
4.1,C,HSS.HSS,intermittent.redundant,0.0009.0.0014
2.4,D,HSS.HSS,redundant.redundant,0.002.0.0329
3.4,D,HSS.Strict,redundant.redundant,0.0.0008
2.4,C,HSS.HSS,redundant.redundant,0.0008.0.0059
4.2,C,HSS.HSS,redundant.intermittent,0.0022.0.0023
2.4,D,HSS.HSS,redundant.redundant,0.0162.0.0245
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0057
4.4,C,HSS.HSS,redundant.redundant,0.0.002
4.2,C,Intermediate.HSS,intermittent.redundant,0.0.0022
4.2,D,HSS.HSS,redundant.redundant,0.0.0016
4.4,C,HSS.HSS,redundant.redundant,0.002.0.0028
2.4,C,HSS.HSS,redundant.intermittent,0.0037.0.0105
4.4,C,HSS.HSS,redundant.redundant,0.0017.0.0127
4.3,D,HSS.HSS,redundant.redundant,0.0.0009
4.3,C,HSS.HSS,redundant.redundant,0.001.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0.0048
4.2,C,HSS.HSS,redundant.redundant,0.0.0016
2.4,C,HSS.HSS,redundant.intermittent,0.0117.0.0278
4.4,C,HSS.HSS,redundant.redundant,0.0004.0.0008
4.4,C,HSS.HSS,redundant.redundant,0.0004.0.0024
2.2,D,HSS.HSS,redundant.redundant,0.0002.0.003
3.2,C,HSS.HSS,redundant.redundant,0.0.0029
4.4,C,HSS.HSS,intermittent.critical,0.0076.0.0365
2.4,C,HSS.HSS,redundant.redundant,0.0008.0.0102
4.1,D,HSS.HSS,intermittent.critical,0.0.0016
4.4,C,HSS.HSS,redundant.intermittent,0.0033.0.0198
4.4,C,HSS.HSS,redundant.redundant,0.001.0.0037
4.4,D,HSS.HSS,intermittent.redundant,0.0029.0.0058
4.2,D,HSS.HSS,critical.redundant,0.0018.0.0196
4.4,D,HSS.HSS,redundant.redundant,0.0021.0.1136
4.4,C,HSS.HSS,redundant.redundant,0.0012.0.0025
2.4,D,HSS.HSS,redundant.critical,0.0.0018
2.4,C,HSS.Strict,redundant.redundant,0.0012.0.0078
3.4,D,HSS.HSS,intermittent.redundant,0.0037.0.0081
4.4,D,HSS.HSS,redundant.redundant,0.0017.0.0052
4.3,C,HSS.HSS,redundant.intermittent,0.0.0017
4.2,D,Strict.Strict,redundant.redundant,0.0013.0.0016
4.4,D,HSS.HSS,redundant.intermittent,0.0025.0.0032
3.4,D,HSS.HSS,redundant.redundant,0.0018.0.0026
3.4,D,HSS.HSS,intermittent.redundant,0.0.0015
4.4,C,HSS.HSS,redundant.redundant,0.0045.0.0053
4.4,D,HSS.HSS,redundant.redundant,0.0.0062
4.4,D,Strict.HSS,redundant.redundant,0.0.0017
4.3,C,HSS.HSS,redundant.redundant,0.0007.0.0015
3.3,C,HSS.HSS,redundant.intermittent,0.0004.0.0016
1.2,C,HSS.HSS,redundant.redundant,0.0014.0.0036
4.3,C,HSS.HSS,redundant.redundant,0.0.003
1.4,D,HSS.HSS,redundant.intermittent,0.0029.0.0049
3.4,C,HSS.HSS,redundant.redundant,0.0032.0.0089
4.4,D,HSS.HSS,redundant.redundant,0.0061.0.0086
4.1,D,HSS.HSS,redundant.redundant,0.0.0373
4.4,D,HSS.Strict,redundant.redundant,0.0022.0.0033
4.4,C,HSS.HSS,redundant.intermittent,0.0038.0.0099
4.2,D,HSS.HSS,intermittent.redundant,0.0032.0.004
4.4,D,HSS.Strict,redundant.intermittent,0.0.0013
4.4,C,HSS.HSS,redundant.intermittent,0.001.0.0286
4.4,C,HSS.HSS,redundant.redundant,0.0029.0.1039
3.4,D,HSS.HSS,intermittent.redundant,0.0.002
4.4,C,HSS.HSS,intermittent.redundant,0.0002.0.0132
2.4,C,HSS.HSS,redundant.intermittent,0.0004.0.0337
4.4,C,HSS.HSS,redundant.redundant,0.0.0021
3.1,C,HSS.HSS,critical.redundant,0.0008.0.0068
4.1,C,HSS.HSS,redundant.redundant,0.0.006
2.3,C,Strict.HSS,redundant.redundant,0.0008.0.0063
4.2,C,HSS.HSS,redundant.redundant,0.0027.0.0034
3.4,C,HSS.HSS,critical.redundant,0.0.1713
4.4,C,HSS.HSS,redundant.redundant,0.0006.0.0011
4.4,C,HSS.HSS,redundant.redundant,0.0009.0.002
4.4,D,HSS.HSS,redundant.redundant,0.0.0012
4.4,C,HSS.HSS,intermittent.intermittent,0.0005.0.0009
4.4,C,HSS.HSS,redundant.critical,0.0.0005
2.4,C,HSS.HSS,redundant.intermittent,0.0045.0.1179
4.4,D,HSS.HSS,redundant.redundant,0.0028.0.0038
4.4,C,HSS.HSS,intermittent.redundant,0.0009.0.0021
2.3,D,HSS.HSS,redundant.redundant,0.0.0014
4.4,C,HSS.HSS,redundant.redundant,0.0006.0.0081
2.3,C,HSS.Strict,redundant.redundant,0.0.0017
4.4,C,HSS.HSS,redundant.redundant,0.0143.0.0159
1.4,C,HSS.HSS,redundant.redundant,0.0021.0.0082
4.4,C,HSS.HSS,redundant.redundant,0.0004.0.0062
4.4,C,HSS.HSS,redundant.redundant,0.0.0114
4.4,D,HSS.HSS,redundant.redundant,0.0.0016
4.4,D,HSS.HSS,redundant.redundant,0.0.0037
3.1,D,HSS.HSS,redundant.critical,0.0.0043
4.3,D,HSS.HSS,redundant.redundant,0.0022.0.0063
4.1,D,HSS.HSS,redundant.redundant,0.0046.0.067
2.4,C,HSS.HSS,critical.redundant,0.0016.0.0052
2.4,C,HSS.HSS,redundant.redundant,0.0.0025
3.3,C,HSS.HSS,intermittent.redundant,0.0.1829
2.3,C,HSS.HSS,redundant.intermittent,0.0.1094
4.4,D,HSS.HSS,redundant.redundant,0.0005.0.0006
2.1,C,HSS.HSS,intermittent.intermittent,0.0022.0.0053
4.1,C,HSS.HSS,redundant.redundant,0.0.0004
1.2,C,HSS.HSS,redundant.intermittent,0.0.0417
4.2,D,HSS.HSS,redundant.redundant,0.0.0109
4.3,C,Strict.HSS,intermittent.redundant,0.0009.0.0032
4.4,C,HSS.Intermediate,redundant.redundant,0.0034.0.0303
1.4,C,Strict.HSS,redundant.redundant,0.0032.0.0044
4.4,D,HSS.HSS,redundant.redundant,0.0.0009
2.4,D,Intermediate.HSS,redundant.redundant,0.0.0009
4.4,D,HSS.HSS,redundant.redundant,0.0.0007
4.4,C,HSS.HSS,redundant.intermittent,0.0009.0.0232
4.4,C,HSS.HSS,redundant.redundant,0.0018.0.0027
4.4,C,HSS.HSS,redundant.redundant,0.0.0007
1.4,D,HSS.HSS,redundant.redundant,0.0025.0.0161
4.4,C,HSS.HSS,redundant.redundant,0.001.0.0029
4.4,C,HSS.HSS,redundant.redundant,0.002.0.0029
4.4,C,HSS.HSS,redundant.redundant,0.0.0026
1.1,C,HSS.HSS,redundant.redundant,0.001.0.002
4.2,D,HSS.HSS,intermittent.redundant,0.0189.0.0208
4.4,C,HSS.HSS,redundant.redundant,0.0017.0.0039
4.4,D,HSS.HSS,redundant.redundant,0.0014.0.0065
4.1,D,HSS.HSS,intermittent.redundant,0.0003.0.0004
4.4,C,HSS.HSS,redundant.intermittent,0.0009.0.0099
4.4,C,HSS.HSS,intermittent.redundant,0.0014.0.0179
3.4,C,Strict.HSS,redundant.redundant,0.0067.0.0085
3.4,D,HSS.HSS,critical.redundant,0.0008.0.002
4.4,C,HSS.HSS,intermittent.intermittent,0.0016.0.0034
4.2,C,HSS.HSS,critical.intermittent,0.0.0024
3.4,C,HSS.HSS,redundant.redundant,0.0027.0.0039
2.4,C,HSS.HSS,redundant.critical,0.0013.0.1235
3.4,C,HSS.HSS,redundant.intermittent,0.0003.0.0004
1.4,C,HSS.HSS,redundant.redundant,0.0006.0.0012
4.4,D,HSS.HSS,redundant.redundant,0.0024.0.0045
3.4,D,HSS.Intermediate,redundant.redundant,0.0191.0.0374
4.4,C,HSS.HSS,redundant.redundant,0.0006.0.0038
4.4,C,HSS.HSS,redundant.redundant,0.0008.0.0015
4.2,C,HSS.HSS,intermittent.redundant,0.0008.0.0062
4.1,D,Intermediate.HSS,redundant.redundant,0.0015.0.0025
1.3,C,HSS.HSS,redundant.redundant,0.0006.0.0012
2.4,C,HSS.HSS,redundant.redundant,0.0012.0.0032
3.4,C,HSS.HSS,critical.redundant,0.0012.0.0013
4.4,C,HSS.HSS,redundant.redundant,0.0005.0.0008
2.2,C,HSS.HSS,redundant.redundant,0.0013.0.0177
2.3,C,HSS.HSS,redundant.redundant,0.0027.0.0042
4.4,D,HSS.HSS,redundant.redundant,0.0044.0.0095
4.4,C,HSS.HSS,redundant.redundant,0.0.0037
4.4,D,HSS.HSS,redundant.redundant,0.0.0468
4.4,C,HSS.HSS,critical.redundant,0.0039.0.0395
4.4,C,HSS.HSS,redundant.redundant,0.0037.0.0468
4.2,C,HSS.HSS,redundant.redundant,0.0007.0.0011
4.4,D,Strict.HSS,redundant.redundant,0.0.0022
4.4,D,HSS.HSS,redundant.redundant,0.0044.0.0061
1.4,C,HSS.HSS,redundant.redundant,0.0011.0.011
2.4,C,HSS.HSS,redundant.redundant,0.0.0126
4.4,C,HSS.HSS,redundant.intermittent,0.0053.0.0331
4.4,C,HSS.HSS,redundant.redundant,0.0053.0.0307
3.4,C,HSS.HSS,intermittent.intermittent,0.003.0.0039
4.2,C,HSS.HSS,redundant.redundant,0.0031.0.0073
4.4,C,HSS.HSS,redundant.intermittent,0.0031.0.0059
4.3,C,HSS.HSS,intermittent.critical,0.0016.0.0055
4.4,D,HSS.HSS,intermittent.intermittent,0.0009.0.0014
4.1,D,HSS.HSS,redundant.redundant,0.0012.0.0741
4.4,C,HSS.Intermediate,intermittent.redundant,0.0037.0.0073
4.4,D,HSS.HSS,redundant.intermittent,0.0021.0.0049
4.2,D,Intermediate.HSS,redundant.redundant,0.0057.0.0511
2.4,D,HSS.HSS,redundant.redundant,0.0063.0.0082
4.1,C,HSS.HSS,redundant.redundant,0.0016.0.007
4.4,C,HSS.HSS,redundant.intermittent,0.0006.0.0204
3.4,C,HSS.Intermediate,redundant.redundant,0.0023.0.0229
4.4,D,HSS.HSS,redundant.redundant,0.0.0012
4.4,D,HSS.HSS,redundant.intermittent,0.0016.0.0018
4.4,C,HSS.HSS,redundant.redundant,0.0.0057
4.3,C,HSS.HSS,redundant.redundant,0.0.0078
1.4,D,HSS.HSS,redundant.redundant,0.0023.0.0059
3.3,C,Strict.HSS,redundant.redundant,0.0009.0.0014
3.2,C,HSS.HSS,redundant.redundant,0.002.0.0025
1.1,C,HSS.HSS,redundant.redundant,0.0035.0.0095
4.4,C,HSS.HSS,redundant.redundant,0.0023.0.0025
2.4,C,HSS.HSS,redundant.redundant,0.0.0012
4.3,C,HSS.HSS,intermittent.redundant,0.0063.0.0105
4.2,C,HSS.HSS,redundant.redundant,0.0012.0.0048
4.2,C,HSS.HSS,redundant.redundant,0.0014.0.0047
4.3,D,HSS.HSS,redundant.critical,0.0005.0.0016
4.3,D,HSS.HSS,redundant.redundant,0.0.0105
4.4,C,HSS.HSS,intermittent.intermittent,0.0013.0.0046
3.1,D,HSS.HSS,redundant.redundant,0.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0043.0.0111
4.4,C,HSS.HSS,intermittent.intermittent,0.0.0246
4.4,C,HSS.HSS,redundant.redundant,0.0.0033
1.2,C,HSS.HSS,intermittent.redundant,0.0.0027
4.3,C,HSS.HSS,redundant.redundant,0.0005.0.0034
2.4,D,HSS.HSS,redundant.redundant,0.0065.0.0115
4.4,C,Intermediate.HSS,intermittent.redundant,0.0088.0.0161
2.4,C,HSS.HSS,redundant.redundant,0.0.0069
4.4,D,Intermediate.HSS,redundant.redundant,0.002.0.0164
4.1,D,HSS.HSS,redundant.redundant,0.0055.0.0091
4.3,D,HSS.HSS,redundant.redundant,0.0015.0.0038
3.2,C,HSS.Strict,redundant.redundant,0.003.0.0043
4.1,D,HSS.HSS,intermittent.redundant,0.0.0347
4.4,C,HSS.HSS,redundant.redundant,0.003.0.0944
4.4,C,HSS.HSS,critical.redundant,0.0094.0.013
4.1,C,HSS.HSS,redundant.redundant,0.0016.0.0095
4.2,D,HSS.HSS,redundant.redundant,0.0008.0.0017
4.2,D,HSS.HSS,intermittent.redundant,0.0027.0.0029
4.4,D,HSS.HSS,intermittent.intermittent,0.0246.0.0272
4.4,C,HSS.HSS,redundant.redundant,0.0.0035
4.4,C,HSS.HSS,redundant.redundant,0.0106.0.0239
4.4,D,HSS.HSS,redundant.redundant,0.0024.0.0037
2.4,D,HSS.HSS,redundant.intermittent,0.0019.0.0036
4.4,C,HSS.HSS,intermittent.redundant,0.0022.0.0033
4.1,D,Intermediate.HSS,redundant.redundant,0.0047.0.0097
4.4,D,HSS.HSS,critical.redundant,0.0.0047
4.2,C,HSS.HSS,redundant.redundant,0.0.003
4.4,D,HSS.HSS,redundant.redundant,0.0.0912
2.2,NA,HSS.Strict,redundant.redundant,0.0.0043
4.4,C,HSS.HSS,redundant.redundant,0.0036.0.0079
2.4,D,HSS.HSS,redundant.redundant,0.0028.0.0248
4.4,C,HSS.HSS,redundant.redundant,0.0035.0.0056
3.4,C,HSS.HSS,redundant.redundant,0.0.1283
4.4,C,HSS.HSS,redundant.redundant,0.0013.0.006
4.2,C,HSS.HSS,redundant.intermittent,0.0058.0.0142
2.1,D,HSS.HSS,redundant.redundant,0.0.0278
4.1,C,HSS.HSS,redundant.intermittent,0.0011.0.007
4.4,D,HSS.HSS,redundant.intermittent,0.0.0226
4.1,D,HSS.HSS,redundant.redundant,0.0018.0.0021
